  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   North Inigok Test Well #1 
204.48  -2.480
204.79  -2.469
205.09  -2.458
205.40  -2.446
205.70  -2.435
206.01  -2.424
206.31  -2.412
206.62  -2.401
206.92  -2.389
207.23  -2.378
207.53  -2.367
207.84  -2.355
208.14  -2.344
208.45  -2.332
208.75  -2.321
209.06  -2.309
209.36  -2.298
209.66  -2.286
209.97  -2.274
210.27  -2.263
210.58  -2.251
210.88  -2.240
211.19  -2.228
211.49  -2.216
211.80  -2.205
212.10  -2.193
212.41  -2.182
212.71  -2.170
213.02  -2.158
213.32  -2.147
213.63  -2.135
213.93  -2.123
214.24  -2.112
214.54  -2.100
214.85  -2.088
215.15  -2.077
215.46  -2.065
215.76  -2.053
216.07  -2.042
216.37  -2.030
216.68  -2.018
216.98  -2.006
217.28  -1.995
217.59  -1.983
217.89  -1.971
218.20  -1.960
218.50  -1.948
218.81  -1.936
219.11  -1.925
219.42  -1.913
219.72  -1.901
220.03  -1.889
220.33  -1.878
220.64  -1.866
220.94  -1.854
221.25  -1.842
221.55  -1.830
221.86  -1.819
222.16  -1.807
222.47  -1.795
222.77  -1.783
223.08  -1.771
223.38  -1.759
223.69  -1.747
223.99  -1.735
224.30  -1.724
224.60  -1.712
224.90  -1.700
225.21  -1.688
225.51  -1.676
225.82  -1.664
226.12  -1.652
226.43  -1.639
226.73  -1.627
227.04  -1.615
227.34  -1.603
227.65  -1.591
227.95  -1.579
228.26  -1.567
228.56  -1.555
228.87  -1.543
229.17  -1.531
229.48  -1.519
229.78  -1.507
230.09  -1.495
230.39  -1.483
230.70  -1.471
231.00  -1.460
231.31  -1.448
231.61  -1.436
231.92  -1.424
232.22  -1.412
232.52  -1.400
232.83  -1.388
233.13  -1.377
233.44  -1.365
233.74  -1.353
234.05  -1.342
234.35  -1.330
234.66  -1.319
234.96  -1.307
235.27  -1.296
235.57  -1.285
235.88  -1.273
236.18  -1.262
236.49  -1.251
236.79  -1.240
237.10  -1.229
237.40  -1.218
237.71  -1.207
238.01  -1.196
238.32  -1.186
238.62  -1.175
238.93  -1.165
239.23  -1.154
239.54  -1.144
239.84  -1.134
240.14  -1.124
240.45  -1.114
240.75  -1.104
241.06  -1.094
241.36  -1.084
241.67  -1.075
241.97  -1.065
242.28  -1.055
242.58  -1.046
242.89  -1.036
243.19  -1.027
243.50  -1.017
243.80  -1.008
244.11  -0.999
244.41  -0.989
244.72  -0.980
245.02  -0.971
245.33  -0.962
245.63  -0.952
245.94  -0.943
246.24  -0.934
246.55  -0.925
246.85  -0.916
247.16  -0.907
247.46  -0.898
247.76  -0.888
248.07  -0.879
248.37  -0.870
248.68  -0.861
248.98  -0.852
249.29  -0.843
249.59  -0.834
249.90  -0.825
250.20  -0.816
250.51  -0.806
250.81  -0.797
251.12  -0.788
251.42  -0.779
251.73  -0.770
252.03  -0.761
252.34  -0.752
252.64  -0.742
252.95  -0.733
253.25  -0.724
253.56  -0.715
253.86  -0.705
254.17  -0.696
254.47  -0.687
254.78  -0.677
255.08  -0.668
255.38  -0.658
255.69  -0.649
255.99  -0.640
256.30  -0.630
256.60  -0.621
256.91  -0.611
257.21  -0.601
257.52  -0.592
257.82  -0.582
258.13  -0.573
258.43  -0.563
258.74  -0.553
259.04  -0.543
259.35  -0.534
259.65  -0.524
259.96  -0.514
260.26  -0.504
260.57  -0.494
260.87  -0.485
261.18  -0.475
261.48  -0.465
261.79  -0.455
262.09  -0.445
262.40  -0.435
262.70  -0.425
263.00  -0.415
263.31  -0.405
263.61  -0.395
263.92  -0.384
264.22  -0.374
264.53  -0.364
264.83  -0.354
265.14  -0.343
265.44  -0.333
265.75  -0.323
266.05  -0.312
266.36  -0.301
266.66  -0.291
266.97  -0.280
267.27  -0.269
267.58  -0.259
267.88  -0.248
268.19  -0.237
268.49  -0.226
268.80  -0.215
269.10  -0.203
269.41  -0.192
269.71  -0.181
270.02  -0.169
270.32  -0.158
270.62  -0.146
270.93  -0.135
271.23  -0.123
271.54  -0.111
271.84  -0.099
272.15  -0.087
272.45  -0.075
272.76  -0.063
273.06  -0.051
273.37  -0.039
273.67  -0.027
273.98  -0.015
274.28  -0.002
274.59   0.010
274.89   0.022
275.20   0.035
275.50   0.047
275.81   0.060
276.11   0.072
276.42   0.085
276.72   0.097
277.03   0.110
277.33   0.123
277.64   0.135
277.94   0.148
278.24   0.161
278.55   0.173
278.85   0.186
279.16   0.199
279.46   0.212
279.77   0.224
280.07   0.237
280.38   0.250
280.68   0.263
280.99   0.276
281.29   0.289
281.60   0.301
281.90   0.314
282.21   0.327
282.51   0.340
282.82   0.353
283.12   0.366
283.43   0.379
283.73   0.392
284.04   0.405
284.34   0.418
284.65   0.431
284.95   0.444
285.26   0.457
285.56   0.470
285.86   0.483
286.17   0.496
286.47   0.509
286.78   0.522
287.08   0.535
287.39   0.548
287.69   0.561
288.00   0.574
288.30   0.588
288.61   0.601
288.91   0.614
289.22   0.627
289.52   0.640
289.83   0.653
290.13   0.666
290.44   0.679
290.74   0.692
291.05   0.705
291.35   0.718
291.66   0.731
291.96   0.744
292.27   0.757
292.57   0.769
292.88   0.782
293.18   0.795
293.48   0.808
293.79   0.821
294.09   0.834
294.40   0.847
294.70   0.859
295.01   0.872
295.31   0.885
295.62   0.897
295.92   0.910
296.23   0.922
296.53   0.935
296.84   0.947
297.14   0.960
297.45   0.972
297.75   0.984
298.06   0.996
298.36   1.009
298.67   1.021
298.97   1.032
299.28   1.044
299.58   1.056
299.89   1.068
300.19   1.079
300.50   1.091
300.80   1.102
301.10   1.114
301.41   1.125
301.71   1.136
302.02   1.147
302.32   1.158
302.63   1.169
302.93   1.180
303.24   1.191
303.54   1.202
303.85   1.213
304.15   1.223
304.46   1.234
304.76   1.245
305.07   1.255
305.37   1.266
305.68   1.276
305.98   1.287
306.29   1.297
306.59   1.308
306.90   1.318
307.20   1.328
307.51   1.339
307.81   1.349
308.12   1.359
308.42   1.369
308.72   1.380
309.03   1.390
309.33   1.400
309.64   1.410
309.94   1.420
310.25   1.430
310.55   1.441
310.86   1.451
311.16   1.461
311.47   1.471
311.77   1.481
312.08   1.491
312.38   1.501
312.69   1.511
312.99   1.521
313.30   1.531
313.60   1.541
313.91   1.551
314.21   1.561
314.52   1.571
314.82   1.581
315.13   1.591
315.43   1.602
315.74   1.612
316.04   1.622
316.34   1.632
316.65   1.642
316.95   1.652
317.26   1.662
317.56   1.672
317.87   1.682
318.17   1.692
318.48   1.703
318.78   1.713
319.09   1.723
319.39   1.733
319.70   1.743
320.00   1.753
320.31   1.763
320.61   1.773
320.92   1.784
321.22   1.794
321.53   1.804
321.83   1.814
322.14   1.824
322.44   1.834
322.75   1.844
323.05   1.855
323.36   1.865
323.66   1.875
323.96   1.885
324.27   1.895
324.57   1.905
324.88   1.916
325.18   1.926
325.49   1.936
325.79   1.946
326.10   1.957
326.40   1.967
326.71   1.977
327.01   1.987
327.32   1.998
327.62   2.008
327.93   2.019
328.23   2.029
328.54   2.040
328.84   2.050
329.15   2.061
329.45   2.071
329.76   2.082
330.06   2.092
330.37   2.103
330.67   2.114
330.98   2.125
331.28   2.136
331.58   2.146
331.89   2.157
332.19   2.168
332.50   2.179
332.80   2.190
333.11   2.201
333.41   2.212
333.72   2.224
334.02   2.235
334.33   2.246
334.63   2.257
334.94   2.268
335.24   2.280
335.55   2.291
335.85   2.302
336.16   2.314
336.46   2.325
336.77   2.336
337.07   2.348
337.38   2.359
337.68   2.371
337.99   2.382
338.29   2.393
338.60   2.405
338.90   2.416
339.20   2.428
339.51   2.439
339.81   2.451
340.12   2.463
340.42   2.474
340.73   2.486
341.03   2.497
341.34   2.509
341.64   2.520
341.95   2.532
342.25   2.544
342.56   2.555
342.86   2.567
343.17   2.578
343.47   2.590
343.78   2.601
344.08   2.613
344.39   2.625
344.69   2.636
345.00   2.648
345.30   2.659
345.61   2.671
345.91   2.683
346.22   2.694
346.52   2.706
346.82   2.717
347.13   2.729
347.43   2.740
347.74   2.752
348.04   2.763
348.35   2.775
348.65   2.786
348.96   2.798
349.26   2.809
349.57   2.821
349.87   2.832
350.18   2.844
350.48   2.855
350.79   2.867
351.09   2.878
351.40   2.890
351.70   2.901
352.01   2.913
352.31   2.925
352.62   2.936
352.92   2.948
353.23   2.959
353.53   2.971
353.84   2.982
354.14   2.994
354.44   3.006
354.75   3.017
355.05   3.029
355.36   3.040
355.66   3.052
355.97   3.064
356.27   3.075
356.58   3.087
356.88   3.099
357.19   3.110
357.49   3.122
357.80   3.133
358.10   3.145
358.41   3.157
358.71   3.168
359.02   3.180
359.32   3.192
359.63   3.203
359.93   3.215
360.24   3.227
360.54   3.238
360.85   3.250
361.15   3.262
361.46   3.273
361.76   3.285
362.06   3.297
362.37   3.309
362.67   3.320
362.98   3.332
363.28   3.344
363.59   3.355
363.89   3.367
364.20   3.379
364.50   3.390
364.81   3.402
365.11   3.414
365.42   3.425
365.72   3.437
366.03   3.449
366.33   3.460
366.64   3.472
366.94   3.484
367.25   3.495
367.55   3.507
367.86   3.519
368.16   3.530
368.47   3.542
368.77   3.554
369.08   3.565
369.38   3.577
369.68   3.589
369.99   3.600
370.29   3.612
370.60   3.624
370.90   3.635
371.21   3.647
371.51   3.659
371.82   3.670
372.12   3.682
372.43   3.694
372.73   3.705
373.04   3.717
373.34   3.729
373.65   3.741
373.95   3.752
374.26   3.764
374.56   3.776
374.87   3.787
375.17   3.799
375.48   3.811
375.78   3.823
376.09   3.834
376.39   3.846
376.70   3.858
377.00   3.869
377.30   3.881
377.61   3.893
377.91   3.905
378.22   3.917
378.52   3.928
378.83   3.940
379.13   3.952
379.44   3.964
379.74   3.976
380.05   3.987
380.35   3.999
380.66   4.011
380.96   4.023
381.27   4.035
381.57   4.046
381.88   4.058
382.18   4.070
382.49   4.082
382.79   4.093
383.10   4.105
383.40   4.117
383.71   4.129
384.01   4.140
384.32   4.152
384.62   4.164
384.92   4.176
385.23   4.187
385.53   4.199
385.84   4.211
386.14   4.223
386.45   4.234
386.75   4.246
387.06   4.258
387.36   4.269
387.67   4.281
387.97   4.292
388.28   4.304
388.58   4.316
388.89   4.327
389.19   4.339
389.50   4.350
389.80   4.362
390.11   4.373
390.41   4.385
390.72   4.396
391.02   4.407
391.33   4.419
391.63   4.430
391.94   4.442
392.24   4.453
392.54   4.464
392.85   4.475
393.15   4.487
393.46   4.498
393.76   4.509
394.07   4.520
394.37   4.531
394.68   4.542
394.98   4.554
395.29   4.565
395.59   4.576
395.90   4.587
396.20   4.598
396.51   4.609
396.81   4.620
397.12   4.631
397.42   4.642
397.73   4.653
398.03   4.664
398.34   4.675
398.64   4.686
398.95   4.697
399.25   4.708
399.56   4.719
399.86   4.730
400.16   4.742
400.47   4.753
400.77   4.764
401.08   4.775
401.38   4.786
401.69   4.797
401.99   4.808
402.30   4.819
402.60   4.830
402.91   4.841
403.21   4.852
403.52   4.863
403.82   4.874
404.13   4.885
404.43   4.896
404.74   4.907
405.04   4.918
405.35   4.929
405.65   4.940
405.96   4.951
406.26   4.963
406.57   4.974
406.87   4.985
407.18   4.996
407.48   5.007
407.78   5.018
408.09   5.029
408.39   5.041
408.70   5.052
409.00   5.063
409.31   5.074
409.61   5.085
409.92   5.096
410.22   5.108
410.53   5.119
410.83   5.130
411.14   5.141
411.44   5.153
411.75   5.164
412.05   5.175
412.36   5.186
412.66   5.198
412.97   5.209
413.27   5.220
413.58   5.232
413.88   5.243
414.19   5.254
414.49   5.266
414.80   5.277
415.10   5.288
415.40   5.300
415.71   5.311
416.01   5.322
416.32   5.334
416.62   5.345
416.93   5.357
417.23   5.368
417.54   5.380
417.84   5.391
418.15   5.403
418.45   5.414
418.76   5.426
419.06   5.437
419.37   5.449
419.67   5.460
419.98   5.472
420.28   5.484
420.59   5.495
420.89   5.507
421.20   5.519
421.50   5.531
421.81   5.542
422.11   5.554
422.42   5.566
422.72   5.578
423.02   5.590
423.33   5.602
423.63   5.614
423.94   5.626
424.24   5.638
424.55   5.650
424.85   5.662
425.16   5.674
425.46   5.686
425.77   5.698
426.07   5.710
426.38   5.722
426.68   5.735
426.99   5.747
427.29   5.759
427.60   5.771
427.90   5.784
428.21   5.796
428.51   5.808
428.82   5.821
429.12   5.833
429.43   5.845
429.73   5.858
430.04   5.870
430.34   5.883
430.64   5.895
430.95   5.908
431.25   5.920
431.56   5.933
431.86   5.945
432.17   5.958
432.47   5.970
432.78   5.983
433.08   5.995
433.39   6.008
433.69   6.020
434.00   6.033
441.92   6.356
442.23   6.369
442.53   6.381
442.84   6.393
443.14   6.406
443.45   6.418
443.75   6.431
444.06   6.443
444.36   6.456
444.67   6.468
444.97   6.481
445.28   6.493
445.58   6.506
445.88   6.518
446.19   6.531
446.49   6.544
446.80   6.556
447.10   6.569
447.41   6.582
447.71   6.595
448.02   6.607
448.32   6.620
448.63   6.633
448.93   6.646
449.24   6.659
449.54   6.672
449.85   6.685
450.15   6.699
450.46   6.712
450.76   6.725
451.07   6.739
451.37   6.752
451.68   6.765
451.98   6.779
452.29   6.793
452.59   6.806
452.90   6.820
453.20   6.834
453.50   6.848
453.81   6.862
454.11   6.876
454.42   6.890
454.72   6.904
455.03   6.918
455.33   6.932
455.64   6.947
455.94   6.961
456.25   6.975
456.55   6.990
456.86   7.004
464.78   7.379
465.09   7.393
465.39   7.407
465.70   7.421
466.00   7.436
466.31   7.450
466.61   7.464
466.92   7.478
467.22   7.492
467.53   7.506
467.83   7.519
468.14   7.533
468.44   7.547
468.74   7.561
469.05   7.575
469.35   7.588
469.66   7.602
469.96   7.615
470.27   7.629
470.57   7.642
470.88   7.656
471.18   7.669
471.49   7.683
471.79   7.696
472.10   7.709
480.02   8.042
480.33   8.054
480.63   8.066
480.94   8.078
481.24   8.090
481.55   8.101
481.85   8.113
482.16   8.125
482.46   8.137
482.77   8.148
483.07   8.160
483.38   8.171
483.68   8.182
483.98   8.194
484.29   8.205
484.59   8.216
484.90   8.227
485.20   8.238
485.51   8.249
485.81   8.260
486.12   8.271
486.42   8.282
486.73   8.292
487.03   8.303
487.34   8.314
495.26   8.579
495.57   8.589
495.87   8.599
496.18   8.608
496.48   8.618
496.79   8.628
497.09   8.638
497.40   8.647
497.70   8.657
498.01   8.667
498.31   8.676
498.62   8.686
498.92   8.696
499.22   8.705
499.53   8.715
499.83   8.724
500.14   8.734
500.44   8.743
500.75   8.753
501.05   8.762
501.36   8.772
501.66   8.781
501.97   8.791
502.27   8.800
502.58   8.810
502.88   8.819
503.19   8.829
503.49   8.838
503.80   8.848
504.10   8.857
504.41   8.867
504.71   8.876
505.02   8.886
505.32   8.895
505.63   8.905
505.93   8.915
506.24   8.924
506.54   8.934
506.84   8.943
507.15   8.953
507.45   8.963
507.76   8.972
508.06   8.982
508.37   8.992
508.67   9.002
508.98   9.012
509.28   9.021
509.59   9.031
509.89   9.041
510.20   9.052
510.50   9.062
510.81   9.072
511.11   9.082
511.42   9.093
511.72   9.103
512.03   9.114
512.33   9.124
512.64   9.135
512.94   9.146
513.25   9.156
513.55   9.167
513.86   9.179
514.16   9.190
514.46   9.201
514.77   9.212
515.07   9.224
515.38   9.235
515.68   9.247
515.99   9.258
516.29   9.270
516.60   9.282
516.90   9.294
517.21   9.306
517.51   9.318
517.82   9.330
518.12   9.342
518.43   9.354
518.73   9.366
519.04   9.378
519.34   9.390
519.65   9.402
519.95   9.415
