  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Tulageak Test Well #1 
189.83  -4.163
190.14  -4.149
190.46  -4.134
190.77  -4.120
191.08  -4.106
191.39  -4.092
191.70  -4.079
192.01  -4.065
192.32  -4.052
192.63  -4.039
192.94  -4.026
193.26  -4.012
193.57  -3.999
193.88  -3.986
194.19  -3.972
194.50  -3.957
194.81  -3.943
195.12  -3.928
195.43  -3.914
195.75  -3.899
196.06  -3.885
196.37  -3.872
196.68  -3.860
196.99  -3.848
197.30  -3.837
197.61  -3.826
197.92  -3.816
198.24  -3.806
198.55  -3.797
198.86  -3.787
199.17  -3.776
199.48  -3.764
199.79  -3.752
200.10  -3.740
200.41  -3.729
200.72  -3.717
201.04  -3.705
201.35  -3.693
201.66  -3.678
201.97  -3.663
202.28  -3.646
202.59  -3.628
202.90  -3.610
203.21  -3.590
203.53  -3.569
203.84  -3.547
204.15  -3.524
204.46  -3.500
204.77  -3.474
205.08  -3.447
205.39  -3.415
205.70  -3.381
206.02  -3.348
207.88  -3.190
208.19  -3.164
208.50  -3.138
208.82  -3.114
209.13  -3.092
209.44  -3.071
209.75  -3.051
210.06  -3.034
210.37  -3.021
210.68  -3.010
210.99  -2.999
211.31  -2.990
211.62  -2.979
211.93  -2.968
212.24  -2.957
212.55  -2.944
212.86  -2.929
213.17  -2.913
213.48  -2.896
213.80  -2.879
214.11  -2.863
214.42  -2.848
214.73  -2.833
215.04  -2.821
215.35  -2.810
215.66  -2.802
215.97  -2.795
216.28  -2.790
216.60  -2.786
216.91  -2.784
217.22  -2.782
217.53  -2.780
217.84  -2.777
218.15  -2.773
218.46  -2.770
218.77  -2.765
219.09  -2.761
219.40  -2.756
219.71  -2.751
220.02  -2.745
220.33  -2.740
220.64  -2.734
220.95  -2.728
221.26  -2.721
221.58  -2.713
221.89  -2.704
222.20  -2.695
222.51  -2.684
222.82  -2.672
223.13  -2.659
223.44  -2.645
223.75  -2.631
224.06  -2.618
224.38  -2.604
224.69  -2.590
225.00  -2.577
225.31  -2.564
225.62  -2.550
225.93  -2.537
226.24  -2.524
226.55  -2.511
226.87  -2.497
227.18  -2.484
227.49  -2.470
227.80  -2.458
228.11  -2.445
228.42  -2.433
228.73  -2.421
229.04  -2.410
229.36  -2.399
229.67  -2.388
229.98  -2.378
230.29  -2.368
230.60  -2.357
230.91  -2.346
231.22  -2.336
231.53  -2.324
231.84  -2.313
232.16  -2.302
232.47  -2.290
232.78  -2.279
233.09  -2.268
233.40  -2.257
233.71  -2.247
234.02  -2.237
237.45  -2.144
237.76  -2.135
238.07  -2.127
238.38  -2.119
238.69  -2.111
239.00  -2.102
239.31  -2.094
239.62  -2.085
239.94  -2.076
240.25  -2.067
240.56  -2.057
240.87  -2.047
241.18  -2.036
241.49  -2.025
241.80  -2.013
242.11  -2.001
242.43  -1.989
242.74  -1.977
243.05  -1.965
243.36  -1.953
243.67  -1.942
243.98  -1.930
244.29  -1.918
244.60  -1.907
244.92  -1.895
245.23  -1.884
245.54  -1.872
245.85  -1.861
246.16  -1.849
246.47  -1.838
246.78  -1.827
247.09  -1.815
247.40  -1.804
247.72  -1.794
248.03  -1.783
248.34  -1.773
248.65  -1.763
248.96  -1.752
249.27  -1.742
249.58  -1.731
249.89  -1.721
250.21  -1.710
250.52  -1.699
250.83  -1.688
251.14  -1.678
251.45  -1.667
251.76  -1.656
252.07  -1.645
252.38  -1.635
252.70  -1.625
253.01  -1.614
253.32  -1.604
253.63  -1.594
253.94  -1.584
254.25  -1.575
254.56  -1.565
254.87  -1.555
255.18  -1.545
255.50  -1.535
255.81  -1.525
256.12  -1.515
256.43  -1.504
256.74  -1.494
257.05  -1.484
257.36  -1.474
257.67  -1.464
257.99  -1.453
258.30  -1.443
258.61  -1.432
258.92  -1.421
259.23  -1.410
259.54  -1.398
259.85  -1.386
260.16  -1.374
260.48  -1.361
260.79  -1.348
261.10  -1.336
261.41  -1.323
261.72  -1.310
262.03  -1.298
262.34  -1.285
262.65  -1.273
262.96  -1.260
263.28  -1.248
263.59  -1.236
263.90  -1.223
264.21  -1.211
264.52  -1.198
264.83  -1.186
265.14  -1.173
265.45  -1.161
265.77  -1.149
266.08  -1.137
266.39  -1.124
266.70  -1.113
267.01  -1.101
267.32  -1.089
267.63  -1.077
267.94  -1.066
268.26  -1.054
268.57  -1.042
268.88  -1.031
269.19  -1.019
269.50  -1.007
269.81  -0.995
270.12  -0.984
270.43  -0.972
270.74  -0.961
271.06  -0.950
271.37  -0.939
271.68  -0.929
271.99  -0.918
272.30  -0.908
272.61  -0.899
272.92  -0.889
273.23  -0.880
273.55  -0.871
273.86  -0.861
274.17  -0.852
274.48  -0.842
274.79  -0.833
275.10  -0.823
275.41  -0.814
275.72  -0.804
276.04  -0.795
276.35  -0.785
276.66  -0.776
276.97  -0.766
277.28  -0.756
277.59  -0.745
277.90  -0.735
278.21  -0.724
278.52  -0.713
278.84  -0.701
279.15  -0.689
279.46  -0.677
279.77  -0.664
280.08  -0.652
280.39  -0.640
280.70  -0.628
282.57  -0.557
282.88  -0.545
283.19  -0.534
283.50  -0.522
283.82  -0.511
284.13  -0.499
284.44  -0.488
284.75  -0.477
285.06  -0.467
285.37  -0.456
285.68  -0.446
285.99  -0.436
286.30  -0.425
286.62  -0.415
286.93  -0.404
287.24  -0.394
287.55  -0.383
287.86  -0.373
288.17  -0.362
288.48  -0.352
288.79  -0.341
289.11  -0.330
289.42  -0.320
289.73  -0.309
290.04  -0.298
290.35  -0.287
290.66  -0.276
290.97  -0.265
291.28  -0.254
291.60  -0.243
291.91  -0.231
292.22  -0.220
292.53  -0.209
292.84  -0.197
293.15  -0.186
293.46  -0.175
293.77  -0.164
294.08  -0.153
294.40  -0.142
294.71  -0.131
295.02  -0.120
295.33  -0.109
295.64  -0.098
295.95  -0.088
296.26  -0.077
296.57  -0.066
296.89  -0.056
297.20  -0.045
297.51  -0.035
297.82  -0.024
298.13  -0.014
298.44  -0.004
298.75   0.006
299.06   0.016
299.38   0.027
299.69   0.037
300.00   0.048
300.31   0.058
300.62   0.069
300.93   0.080
301.24   0.091
301.55   0.102
301.86   0.112
302.18   0.123
302.49   0.133
302.80   0.143
303.11   0.153
303.42   0.163
303.73   0.173
304.04   0.183
304.35   0.192
304.67   0.202
304.98   0.212
305.29   0.223
305.60   0.234
305.91   0.244
306.22   0.255
306.53   0.265
306.84   0.276
307.16   0.286
307.47   0.297
307.78   0.309
308.09   0.320
308.40   0.333
308.71   0.346
309.02   0.360
309.33   0.374
309.64   0.390
309.96   0.406
310.27   0.422
310.58   0.440
310.89   0.457
311.20   0.473
311.51   0.490
311.82   0.506
313.69   0.605
314.00   0.622
314.31   0.638
314.62   0.653
314.94   0.668
315.25   0.682
315.56   0.695
315.87   0.708
316.18   0.720
316.49   0.731
316.80   0.741
317.11   0.752
317.42   0.763
317.74   0.774
318.05   0.785
318.36   0.796
318.67   0.808
318.98   0.819
319.29   0.830
319.60   0.842
319.91   0.853
320.23   0.864
320.54   0.876
320.85   0.888
321.16   0.900
321.47   0.912
321.78   0.925
322.09   0.938
322.40   0.952
322.72   0.966
323.03   0.980
323.34   0.995
323.65   1.009
323.96   1.023
324.27   1.037
324.58   1.050
324.89   1.064
325.20   1.078
325.52   1.091
325.83   1.104
326.14   1.118
326.45   1.131
326.76   1.144
327.07   1.157
327.38   1.170
327.69   1.183
328.01   1.195
328.32   1.207
328.63   1.219
328.94   1.230
329.25   1.242
329.56   1.253
329.87   1.265
330.18   1.276
330.50   1.288
330.81   1.299
331.12   1.311
331.43   1.323
331.74   1.335
332.05   1.347
332.36   1.358
332.67   1.370
332.98   1.382
333.30   1.394
333.61   1.407
333.92   1.419
334.23   1.432
334.54   1.445
334.85   1.458
335.16   1.471
335.47   1.485
335.79   1.498
336.10   1.511
336.41   1.525
336.72   1.538
337.03   1.551
337.34   1.565
337.65   1.578
337.96   1.591
338.28   1.604
338.59   1.617
338.90   1.630
339.21   1.644
339.52   1.657
339.83   1.670
340.14   1.683
340.45   1.696
340.76   1.709
341.08   1.721
341.39   1.734
341.70   1.746
342.01   1.759
342.32   1.772
342.63   1.784
342.94   1.797
343.25   1.810
343.57   1.822
343.88   1.835
344.19   1.847
344.50   1.860
344.81   1.873
345.12   1.885
345.43   1.898
345.74   1.911
346.06   1.923
346.37   1.936
346.68   1.948
346.99   1.961
347.30   1.974
347.61   1.986
347.92   1.999
348.23   2.012
348.55   2.024
348.86   2.037
349.17   2.049
349.48   2.062
349.79   2.074
350.10   2.087
350.41   2.099
350.72   2.112
351.03   2.124
351.35   2.137
351.66   2.149
351.97   2.162
352.28   2.174
352.59   2.186
352.90   2.198
353.21   2.211
353.52   2.223
353.84   2.235
354.15   2.247
354.46   2.259
354.77   2.271
355.08   2.283
355.39   2.295
355.70   2.307
356.01   2.319
356.33   2.331
356.64   2.343
356.95   2.356
357.26   2.368
357.57   2.380
357.88   2.392
358.19   2.405
358.50   2.418
358.81   2.430
359.13   2.443
359.44   2.457
359.75   2.470
360.06   2.483
360.37   2.497
360.68   2.511
360.99   2.524
361.30   2.537
361.62   2.551
361.93   2.565
362.24   2.578
362.55   2.592
362.86   2.606
363.17   2.620
363.48   2.634
363.79   2.647
364.11   2.661
364.42   2.675
364.73   2.688
365.04   2.701
365.35   2.714
365.66   2.726
365.97   2.738
366.28   2.750
366.59   2.762
366.91   2.775
367.22   2.787
367.53   2.800
367.84   2.812
368.15   2.825
368.46   2.838
368.77   2.850
369.08   2.863
369.40   2.876
369.71   2.889
370.02   2.902
370.33   2.916
370.64   2.930
370.95   2.945
371.26   2.960
371.57   2.976
371.89   2.992
372.20   3.009
372.51   3.026
372.82   3.044
373.13   3.061
373.44   3.079
373.75   3.096
374.06   3.113
374.37   3.130
374.69   3.147
375.00   3.164
375.31   3.180
375.62   3.197
377.49   3.293
377.80   3.307
378.11   3.322
378.42   3.335
378.73   3.348
379.04   3.361
379.35   3.374
379.67   3.386
379.98   3.399
380.29   3.412
380.60   3.425
380.91   3.437
381.22   3.451
381.53   3.464
381.84   3.476
382.15   3.489
382.47   3.502
382.78   3.514
383.09   3.526
383.40   3.538
383.71   3.549
384.02   3.560
384.33   3.571
384.64   3.582
384.96   3.593
385.27   3.603
385.58   3.614
385.89   3.624
386.20   3.635
386.51   3.646
386.82   3.657
387.13   3.668
387.45   3.678
387.76   3.689
388.07   3.699
388.38   3.710
388.69   3.721
389.00   3.732
389.31   3.744
389.62   3.757
389.93   3.770
390.25   3.783
390.56   3.798
390.87   3.813
391.18   3.829
391.49   3.845
391.80   3.861
392.11   3.876
392.42   3.892
392.74   3.907
393.05   3.922
393.36   3.937
393.67   3.953
393.98   3.967
394.29   3.982
394.60   3.997
394.91   4.012
395.23   4.027
395.54   4.041
395.85   4.055
396.16   4.068
396.47   4.082
396.78   4.094
397.09   4.106
397.40   4.118
397.71   4.129
398.03   4.140
398.34   4.151
398.65   4.162
398.96   4.173
399.27   4.185
399.58   4.197
399.89   4.209
400.20   4.221
400.52   4.233
400.83   4.244
401.14   4.256
401.45   4.268
401.76   4.279
402.07   4.289
402.38   4.300
402.69   4.310
403.01   4.320
403.32   4.329
403.63   4.339
403.94   4.349
404.25   4.359
404.56   4.369
404.87   4.380
405.18   4.390
405.49   4.400
405.81   4.410
406.12   4.418
406.43   4.427
406.74   4.436
407.05   4.444
407.36   4.453
407.67   4.463
407.98   4.475
408.30   4.488
411.72   4.714
412.03   4.729
412.34   4.743
412.65   4.756
412.96   4.768
413.27   4.780
413.59   4.792
413.90   4.803
414.21   4.815
414.52   4.828
414.83   4.840
415.14   4.853
415.45   4.866
415.76   4.878
416.08   4.891
416.39   4.903
416.70   4.915
417.01   4.926
417.32   4.937
417.63   4.948
417.94   4.958
418.25   4.968
418.57   4.977
418.88   4.986
419.19   4.995
419.50   5.004
419.81   5.014
420.12   5.023
420.43   5.033
420.74   5.043
421.05   5.055
421.37   5.066
421.68   5.079
421.99   5.092
422.30   5.106
422.61   5.120
422.92   5.133
423.23   5.147
423.54   5.160
423.86   5.173
424.17   5.186
424.48   5.199
424.79   5.212
425.10   5.224
425.41   5.237
425.72   5.249
426.03   5.262
426.35   5.274
426.66   5.286
426.97   5.299
427.28   5.310
427.59   5.322
427.90   5.333
428.21   5.344
428.52   5.355
428.83   5.365
429.15   5.376
429.46   5.387
429.77   5.397
430.08   5.408
430.39   5.419
430.70   5.430
431.01   5.441
431.32   5.452
431.64   5.463
431.95   5.474
432.26   5.485
432.57   5.496
432.88   5.507
433.19   5.518
433.50   5.530
433.81   5.541
434.13   5.553
434.44   5.565
434.75   5.577
435.06   5.589
435.37   5.601
435.68   5.613
435.99   5.625
436.30   5.637
436.61   5.649
436.93   5.661
437.24   5.673
437.55   5.685
437.86   5.697
438.17   5.709
438.48   5.721
438.79   5.733
439.10   5.745
439.42   5.757
439.73   5.769
440.04   5.780
440.35   5.792
440.66   5.803
440.97   5.814
441.28   5.825
441.59   5.836
441.91   5.848
442.22   5.859
442.53   5.870
442.84   5.882
443.15   5.894
443.46   5.905
443.77   5.917
444.08   5.929
444.39   5.941
444.71   5.952
445.02   5.965
445.33   5.977
445.64   5.989
445.95   6.002
446.26   6.016
446.57   6.029
446.88   6.043
447.20   6.057
447.51   6.071
447.82   6.086
448.13   6.100
448.44   6.114
448.75   6.128
449.06   6.142
449.37   6.156
449.69   6.170
450.00   6.183
450.31   6.197
450.62   6.211
450.93   6.225
451.24   6.238
451.55   6.252
451.86   6.266
452.17   6.280
452.49   6.293
452.80   6.307
453.11   6.320
453.42   6.334
453.73   6.347
454.04   6.360
454.35   6.373
454.66   6.386
454.98   6.399
455.29   6.412
455.60   6.426
455.91   6.439
456.22   6.453
456.53   6.467
456.84   6.481
457.15   6.494
457.47   6.507
457.78   6.520
458.09   6.532
458.40   6.543
458.71   6.554
459.02   6.564
459.33   6.574
459.64   6.583
459.95   6.593
460.27   6.602
460.58   6.612
460.89   6.623
461.20   6.633
461.51   6.645
461.82   6.656
462.13   6.669
462.44   6.682
462.76   6.694
463.07   6.706
463.38   6.718
463.69   6.731
464.00   6.746
464.31   6.764
464.62   6.784
464.93   6.804
465.25   6.826
465.56   6.850
465.87   6.875
466.18   6.898
466.49   6.918
466.80   6.931
467.11   6.939
467.42   6.945
467.73   6.950
468.05   6.957
468.36   6.963
468.67   6.970
468.98   6.978
469.29   6.987
469.60   6.997
469.91   7.008
470.22   7.021
470.54   7.034
470.85   7.047
471.16   7.062
471.47   7.076
471.78   7.090
472.09   7.104
472.40   7.117
472.71   7.130
473.03   7.143
473.34   7.156
473.65   7.169
473.96   7.182
474.27   7.194
474.58   7.207
474.89   7.220
475.20   7.233
475.51   7.246
475.83   7.259
476.14   7.272
476.45   7.286
476.76   7.299
477.07   7.312
477.38   7.326
477.69   7.339
478.00   7.353
478.32   7.366
478.63   7.380
478.94   7.393
479.25   7.406
479.56   7.420
479.87   7.433
480.18   7.447
480.49   7.460
480.81   7.473
481.12   7.487
481.43   7.501
481.74   7.514
482.05   7.528
482.36   7.542
482.67   7.556
482.98   7.570
483.29   7.583
483.61   7.597
483.92   7.611
484.23   7.625
484.54   7.639
484.85   7.652
485.16   7.666
485.47   7.680
485.78   7.693
486.10   7.707
486.41   7.720
486.72   7.733
487.03   7.746
487.34   7.759
487.65   7.771
487.96   7.784
488.27   7.796
488.59   7.808
488.90   7.820
489.21   7.832
489.52   7.843
489.83   7.855
490.14   7.866
490.45   7.877
490.76   7.889
491.07   7.900
491.39   7.912
491.70   7.923
492.01   7.934
492.32   7.945
492.63   7.957
492.94   7.968
493.25   7.979
493.56   7.991
493.88   8.002
494.19   8.013
494.50   8.024
494.81   8.035
495.12   8.047
495.43   8.058
495.74   8.069
496.05   8.080
496.37   8.092
496.68   8.103
496.99   8.114
497.30   8.126
497.61   8.137
497.92   8.148
498.23   8.160
498.54   8.172
498.85   8.183
499.17   8.195
499.48   8.207
499.79   8.220
500.10   8.232
500.41   8.245
500.72   8.258
501.03   8.271
501.34   8.284
501.66   8.298
501.97   8.311
502.28   8.325
502.59   8.339
502.90   8.353
503.21   8.367
503.52   8.381
503.83   8.395
504.15   8.409
504.46   8.423
504.77   8.437
505.08   8.451
505.39   8.465
505.70   8.479
506.01   8.493
506.32   8.507
506.64   8.521
506.95   8.535
507.26   8.549
507.57   8.563
507.88   8.577
508.19   8.591
508.50   8.605
508.81   8.619
509.12   8.632
509.44   8.646
509.75   8.660
510.06   8.674
510.37   8.688
510.68   8.702
510.99   8.715
511.30   8.729
511.61   8.743
511.93   8.756
512.24   8.769
512.55   8.783
512.86   8.796
513.17   8.808
513.48   8.821
513.79   8.834
514.10   8.846
514.42   8.859
514.73   8.871
515.04   8.883
515.35   8.896
515.66   8.908
515.97   8.920
516.28   8.932
516.59   8.944
516.90   8.956
517.22   8.968
517.53   8.980
517.84   8.993
518.15   9.005
518.46   9.017
518.77   9.029
519.08   9.041
519.39   9.053
519.71   9.065
520.02   9.077
520.33   9.089
520.64   9.101
520.95   9.113
521.26   9.125
521.57   9.137
521.88   9.149
522.20   9.161
522.51   9.173
522.82   9.185
523.13   9.197
523.44   9.209
523.75   9.221
524.06   9.233
524.37   9.245
524.68   9.257
525.00   9.269
525.31   9.281
525.62   9.294
525.93   9.306
526.24   9.318
526.55   9.330
526.86   9.343
527.17   9.355
527.49   9.367
527.80   9.380
528.11   9.392
528.42   9.405
528.73   9.417
529.04   9.429
529.35   9.442
529.66   9.454
529.98   9.466
530.29   9.479
530.60   9.491
530.91   9.503
531.22   9.516
531.53   9.528
531.84   9.540
532.15   9.553
532.46   9.565
532.78   9.577
533.09   9.590
533.40   9.602
533.71   9.614
534.02   9.627
534.33   9.639
534.64   9.651
534.95   9.663
535.27   9.676
535.58   9.688
535.89   9.700
536.20   9.712
536.51   9.724
536.82   9.736
537.13   9.748
537.44   9.760
537.76   9.772
538.07   9.784
538.38   9.795
538.69   9.807
539.00   9.818
539.31   9.830
539.62   9.841
539.93   9.853
540.24   9.864
540.56   9.876
540.87   9.887
541.18   9.899
541.49   9.910
541.80   9.922
542.11   9.933
542.42   9.945
542.73   9.956
543.05   9.968
543.36   9.979
543.67   9.991
543.98  10.002
544.29  10.014
544.60  10.025
544.91  10.036
545.22  10.048
545.54  10.059
545.85  10.071
546.16  10.082
546.47  10.093
546.78  10.105
547.09  10.116
547.40  10.128
547.71  10.140
548.02  10.151
548.34  10.163
548.65  10.175
548.96  10.187
549.27  10.199
549.58  10.211
549.89  10.224
550.20  10.236
550.51  10.249
550.83  10.262
551.14  10.275
551.45  10.289
551.76  10.302
552.07  10.315
552.38  10.329
552.69  10.342
553.00  10.356
553.32  10.369
553.63  10.383
553.94  10.396
554.25  10.410
554.56  10.423
554.87  10.436
555.18  10.450
555.49  10.463
555.80  10.476
556.12  10.489
556.43  10.502
556.74  10.515
557.05  10.528
557.36  10.540
557.67  10.553
557.98  10.565
558.29  10.578
558.61  10.590
558.92  10.603
559.23  10.616
559.54  10.629
559.85  10.641
560.16  10.654
560.47  10.667
560.78  10.680
561.10  10.692
561.41  10.704
561.72  10.715
562.03  10.725
562.34  10.735
562.65  10.743
562.96  10.751
563.27  10.758
563.58  10.764
563.90  10.771
564.21  10.778
564.52  10.786
564.83  10.795
565.14  10.806
565.45  10.819
565.76  10.834
