  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Koluktak Test Well #1 
190.50  -2.802
190.80  -2.793
191.11  -2.784
191.72  -2.767
192.02  -2.758
192.33  -2.749
192.63  -2.741
192.94  -2.732
193.24  -2.723
193.55  -2.714
193.85  -2.705
194.16  -2.696
194.46  -2.687
194.77  -2.678
195.07  -2.669
195.38  -2.661
195.68  -2.652
195.99  -2.644
196.29  -2.635
196.60  -2.627
196.90  -2.619
197.21  -2.610
197.51  -2.602
197.82  -2.594
198.12  -2.585
198.42  -2.577
198.73  -2.568
199.03  -2.559
199.34  -2.550
199.64  -2.541
199.95  -2.532
200.25  -2.523
200.56  -2.514
200.86  -2.505
201.17  -2.495
201.47  -2.485
201.78  -2.476
202.08  -2.466
202.39  -2.457
202.69  -2.448
203.00  -2.438
203.30  -2.429
203.61  -2.421
203.91  -2.412
204.52  -2.395
204.83  -2.386
205.13  -2.378
205.44  -2.370
205.74  -2.363
206.04  -2.355
206.35  -2.348
206.65  -2.340
206.96  -2.333
207.26  -2.326
207.57  -2.318
207.87  -2.310
208.18  -2.302
208.48  -2.294
208.79  -2.286
209.09  -2.277
209.40  -2.269
209.70  -2.261
210.01  -2.252
210.31  -2.243
210.62  -2.234
210.92  -2.225
211.23  -2.215
211.53  -2.206
211.84  -2.197
212.14  -2.187
212.45  -2.178
212.75  -2.169
213.06  -2.160
213.36  -2.152
213.66  -2.143
213.97  -2.135
214.58  -2.118
214.88  -2.110
215.19  -2.101
215.49  -2.093
215.80  -2.085
216.10  -2.077
216.41  -2.068
216.71  -2.060
217.02  -2.053
217.32  -2.045
217.63  -2.038
217.93  -2.031
218.24  -2.025
218.54  -2.018
218.85  -2.011
219.15  -2.005
219.46  -1.998
219.76  -1.990
220.07  -1.983
220.37  -1.974
220.68  -1.966
220.98  -1.957
221.28  -1.948
221.59  -1.939
221.89  -1.931
