  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   North Kalikpik Test Well #1 
316.99   5.183
317.30   5.198
317.60   5.212
317.91   5.227
318.21   5.242
318.52   5.257
318.82   5.272
319.13   5.287
319.43   5.302
319.74   5.317
320.04   5.332
320.35   5.347
320.65   5.362
320.95   5.377
321.26   5.392
321.56   5.407
321.87   5.422
322.17   5.436
322.48   5.451
322.78   5.466
323.09   5.481
323.39   5.496
323.70   5.510
324.00   5.525
324.31   5.540
324.61   5.555
324.92   5.570
325.22   5.585
325.53   5.600
325.83   5.615
326.14   5.630
326.44   5.645
326.75   5.660
327.05   5.675
327.36   5.690
327.66   5.705
327.97   5.720
328.27   5.735
328.57   5.750
328.88   5.765
329.18   5.780
329.49   5.796
329.79   5.811
330.10   5.826
330.40   5.842
330.71   5.857
331.01   5.872
331.32   5.888
331.62   5.903
331.93   5.918
332.23   5.934
332.54   5.950
332.84   5.965
333.15   5.981
333.45   5.997
333.76   6.013
334.06   6.028
334.37   6.044
334.67   6.060
334.98   6.077
335.28   6.093
335.59   6.109
335.89   6.125
336.19   6.141
336.50   6.156
336.80   6.172
337.11   6.188
337.41   6.204
337.72   6.220
338.02   6.236
338.33   6.252
338.63   6.268
338.94   6.284
339.24   6.299
339.55   6.315
339.85   6.331
340.16   6.346
340.46   6.362
340.77   6.377
341.07   6.393
341.38   6.408
341.68   6.424
341.99   6.439
342.29   6.454
342.60   6.469
342.90   6.485
343.21   6.500
343.51   6.515
343.81   6.530
344.12   6.545
344.42   6.560
344.73   6.575
345.03   6.590
345.34   6.604
345.64   6.619
345.95   6.633
346.25   6.648
346.56   6.662
346.86   6.676
347.17   6.690
347.47   6.704
347.78   6.718
348.08   6.732
348.39   6.746
348.69   6.760
349.00   6.773
349.30   6.787
349.61   6.801
349.91   6.815
350.22   6.828
350.52   6.842
350.83   6.856
351.13   6.870
351.43   6.883
351.74   6.897
352.04   6.911
352.35   6.925
352.65   6.939
352.96   6.953
353.26   6.967
353.57   6.981
353.87   6.995
354.18   7.008
354.48   7.022
354.79   7.036
355.09   7.050
355.40   7.063
355.70   7.077
356.01   7.090
356.31   7.104
356.62   7.118
356.92   7.131
357.23   7.145
357.53   7.158
357.84   7.171
358.14   7.185
358.45   7.198
358.75   7.211
359.05   7.224
359.36   7.238
359.66   7.251
359.97   7.264
360.27   7.277
360.58   7.290
360.88   7.304
361.19   7.317
361.49   7.330
361.80   7.344
362.10   7.357
362.41   7.371
362.71   7.384
363.02   7.397
363.32   7.411
363.63   7.424
363.93   7.437
364.24   7.451
364.54   7.464
364.85   7.477
365.15   7.491
365.46   7.504
365.76   7.518
366.07   7.531
366.37   7.545
366.67   7.558
366.98   7.572
367.28   7.586
367.59   7.599
367.89   7.613
368.20   7.627
368.50   7.640
368.81   7.654
369.11   7.668
369.42   7.683
369.72   7.697
370.03   7.711
370.33   7.726
370.64   7.741
370.94   7.756
371.25   7.771
371.55   7.786
371.86   7.801
372.16   7.816
372.47   7.831
372.77   7.846
373.08   7.861
373.38   7.875
373.69   7.890
373.99   7.905
374.29   7.920
374.60   7.935
374.90   7.950
375.21   7.965
375.51   7.980
375.82   7.994
376.12   8.009
376.43   8.023
376.73   8.038
377.04   8.052
377.34   8.066
377.65   8.080
377.95   8.095
378.26   8.109
378.56   8.123
378.87   8.137
379.17   8.151
379.48   8.166
379.78   8.180
380.09   8.194
380.39   8.208
380.70   8.222
381.00   8.236
381.31   8.250
381.61   8.264
381.91   8.277
382.22   8.291
382.52   8.304
382.83   8.318
383.13   8.331
383.44   8.344
383.74   8.357
384.05   8.371
384.35   8.384
384.66   8.397
384.96   8.410
385.27   8.423
385.57   8.436
385.88   8.449
386.18   8.463
386.49   8.476
386.79   8.489
387.10   8.502
387.40   8.515
387.71   8.528
388.01   8.542
388.32   8.555
388.62   8.569
388.93   8.583
389.23   8.597
389.53   8.611
389.84   8.625
390.14   8.639
390.45   8.652
390.75   8.666
391.06   8.680
391.36   8.694
391.67   8.708
391.97   8.721
392.28   8.735
392.58   8.749
392.89   8.763
393.19   8.776
393.50   8.789
393.80   8.803
394.11   8.816
394.41   8.829
394.72   8.841
395.02   8.854
395.33   8.866
395.63   8.878
395.94   8.890
396.24   8.902
396.55   8.915
396.85   8.927
397.15   8.940
397.46   8.952
397.76   8.965
398.07   8.977
398.37   8.990
398.68   9.002
398.98   9.015
399.29   9.028
399.59   9.041
399.90   9.054
400.20   9.067
400.51   9.081
400.81   9.095
401.12   9.109
401.42   9.124
401.73   9.138
402.03   9.153
402.34   9.167
402.64   9.181
402.95   9.196
403.25   9.210
403.56   9.225
403.86   9.239
404.17   9.253
404.47   9.267
404.77   9.282
405.08   9.296
405.38   9.310
405.69   9.324
405.99   9.338
406.30   9.352
406.60   9.366
406.91   9.380
407.21   9.394
407.52   9.407
407.82   9.420
408.13   9.434
408.43   9.447
408.74   9.460
409.04   9.474
409.35   9.487
409.65   9.501
409.96   9.514
410.26   9.528
410.57   9.541
410.87   9.555
411.18   9.568
411.48   9.582
411.79   9.595
412.09   9.608
412.39   9.622
412.70   9.635
413.00   9.648
413.31   9.661
413.61   9.675
413.92   9.688
414.22   9.701
414.53   9.714
414.83   9.727
415.14   9.741
415.44   9.754
415.75   9.767
416.05   9.780
416.36   9.793
416.66   9.807
416.97   9.820
417.27   9.833
417.58   9.846
417.88   9.860
418.19   9.873
418.49   9.886
418.80   9.900
419.10   9.913
419.41   9.927
419.71   9.941
420.01   9.954
420.32   9.968
420.62   9.982
420.93   9.996
421.23  10.009
421.54  10.023
421.84  10.037
422.15  10.050
422.45  10.064
422.76  10.078
423.06  10.092
423.37  10.105
423.67  10.119
423.98  10.133
424.28  10.147
424.59  10.160
424.89  10.174
425.20  10.188
425.50  10.202
425.81  10.215
426.11  10.229
426.42  10.243
426.72  10.257
427.03  10.271
427.33  10.284
427.63  10.298
427.94  10.312
428.24  10.326
428.55  10.339
428.85  10.353
429.16  10.367
429.46  10.380
429.77  10.394
430.07  10.408
430.38  10.421
430.68  10.435
430.99  10.448
431.29  10.462
431.60  10.475
431.90  10.488
432.21  10.501
432.51  10.515
432.82  10.528
433.12  10.541
433.43  10.554
433.73  10.568
434.04  10.581
434.34  10.594
434.65  10.608
434.95  10.621
435.25  10.634
435.56  10.648
435.86  10.661
436.17  10.674
436.47  10.688
436.78  10.701
437.08  10.715
437.39  10.728
437.69  10.742
438.00  10.755
438.30  10.769
438.61  10.782
438.91  10.796
439.22  10.810
439.52  10.823
439.83  10.837
440.13  10.850
440.44  10.864
440.74  10.878
441.05  10.891
441.35  10.905
441.66  10.919
441.96  10.933
442.27  10.947
442.57  10.961
442.87  10.975
443.18  10.989
443.48  11.003
443.79  11.018
444.09  11.032
444.40  11.047
444.70  11.061
445.01  11.076
445.31  11.090
445.62  11.105
445.92  11.120
446.23  11.134
446.53  11.149
446.84  11.164
447.14  11.179
447.45  11.193
447.75  11.208
448.06  11.222
448.36  11.237
448.67  11.252
448.97  11.267
449.28  11.282
449.58  11.296
449.89  11.310
450.19  11.324
450.49  11.338
450.80  11.350
451.10  11.359
451.41  11.368
451.71  11.378
452.02  11.392
452.32  11.416
452.63  11.445
452.93  11.474
453.24  11.499
453.54  11.514
453.85  11.525
454.15  11.534
454.46  11.541
454.76  11.547
455.07  11.554
455.37  11.561
455.68  11.571
455.98  11.589
456.29  11.611
456.59  11.634
456.90  11.656
457.20  11.670
457.51  11.681
457.81  11.693
458.11  11.706
458.42  11.723
458.72  11.743
459.03  11.762
459.33  11.779
459.64  11.794
459.94  11.806
460.25  11.816
460.55  11.825
460.86  11.832
461.16  11.837
461.47  11.842
461.77  11.848
462.08  11.855
462.38  11.864
462.69  11.874
462.99  11.885
463.30  11.899
463.60  11.913
463.91  11.928
464.21  11.945
464.52  11.961
464.82  11.977
465.13  11.994
465.43  12.010
465.73  12.027
466.04  12.043
466.34  12.059
466.65  12.075
466.95  12.091
467.26  12.106
467.56  12.122
467.87  12.137
468.17  12.153
468.48  12.169
468.78  12.184
469.09  12.199
469.39  12.215
469.70  12.230
470.00  12.245
470.31  12.260
470.61  12.276
470.92  12.291
471.22  12.306
471.53  12.321
471.83  12.336
472.14  12.352
472.44  12.367
472.75  12.382
473.05  12.398
473.35  12.413
473.66  12.428
473.96  12.444
474.27  12.459
474.57  12.474
474.88  12.489
475.18  12.504
475.49  12.519
475.79  12.534
476.10  12.549
476.40  12.564
476.71  12.579
477.01  12.593
477.32  12.608
477.62  12.623
477.93  12.637
478.23  12.652
478.54  12.667
478.84  12.681
479.15  12.696
479.45  12.710
479.76  12.725
480.06  12.740
480.37  12.754
480.67  12.769
480.97  12.783
481.28  12.798
481.58  12.813
481.89  12.828
482.19  12.842
482.50  12.857
482.80  12.872
483.11  12.887
483.41  12.901
483.72  12.916
484.02  12.931
484.33  12.946
484.63  12.960
484.94  12.975
485.24  12.990
485.55  13.005
485.85  13.019
486.16  13.034
486.46  13.049
486.77  13.064
487.07  13.078
487.38  13.093
487.68  13.108
487.99  13.123
488.29  13.138
488.59  13.152
488.90  13.167
489.20  13.182
489.51  13.197
489.81  13.212
490.12  13.227
490.42  13.242
490.73  13.257
491.03  13.272
491.34  13.287
491.64  13.301
491.95  13.316
492.25  13.331
492.56  13.346
492.86  13.361
493.17  13.376
493.47  13.391
493.78  13.406
494.08  13.421
494.39  13.436
494.69  13.451
495.00  13.465
495.30  13.480
495.61  13.495
495.91  13.510
496.21  13.525
496.52  13.540
496.82  13.555
497.13  13.570
497.43  13.586
497.74  13.601
498.04  13.616
498.35  13.631
498.65  13.647
498.96  13.662
499.26  13.678
499.57  13.694
499.87  13.710
500.18  13.726
500.48  13.741
500.79  13.758
501.09  13.774
501.40  13.790
501.70  13.806
502.01  13.822
502.31  13.838
502.62  13.854
502.92  13.870
503.23  13.886
503.53  13.902
503.83  13.919
504.14  13.935
504.44  13.951
504.75  13.967
505.05  13.983
505.36  13.999
505.66  14.015
505.97  14.031
506.27  14.047
506.58  14.063
506.88  14.079
507.19  14.095
507.49  14.111
507.80  14.127
508.10  14.143
508.41  14.159
508.71  14.174
509.02  14.190
509.32  14.206
509.63  14.222
509.93  14.237
510.24  14.253
510.54  14.269
510.85  14.284
511.15  14.299
511.45  14.315
511.76  14.330
512.06  14.345
512.37  14.360
512.67  14.375
512.98  14.390
513.28  14.405
513.59  14.420
513.89  14.434
514.20  14.449
514.50  14.464
514.81  14.478
515.11  14.493
515.42  14.507
515.72  14.522
516.03  14.536
516.33  14.550
516.64  14.565
516.94  14.579
517.25  14.594
517.55  14.608
517.86  14.622
518.16  14.637
518.47  14.651
518.77  14.665
519.07  14.680
519.38  14.694
519.68  14.708
519.99  14.722
520.29  14.736
520.60  14.750
520.90  14.764
521.21  14.778
521.51  14.792
521.82  14.806
522.12  14.820
522.43  14.834
522.73  14.848
523.04  14.861
523.34  14.875
523.65  14.889
523.95  14.902
524.26  14.916
524.56  14.929
524.87  14.942
525.17  14.956
525.48  14.969
525.78  14.982
526.09  14.996
526.39  15.009
526.69  15.022
527.00  15.035
527.30  15.049
527.61  15.062
527.91  15.075
528.22  15.088
528.52  15.101
528.83  15.114
529.13  15.128
529.44  15.141
529.74  15.154
530.05  15.167
530.35  15.180
530.66  15.193
530.96  15.206
531.27  15.219
531.57  15.232
531.88  15.245
532.18  15.258
532.49  15.271
532.79  15.284
533.10  15.297
533.40  15.310
533.71  15.323
534.01  15.336
534.31  15.350
534.62  15.363
534.92  15.376
535.23  15.390
535.53  15.403
535.84  15.417
536.14  15.430
536.45  15.444
536.75  15.457
537.06  15.471
537.36  15.485
537.67  15.499
537.97  15.513
538.28  15.527
538.58  15.541
538.89  15.555
539.19  15.569
539.50  15.583
539.80  15.597
540.11  15.611
540.41  15.625
540.72  15.639
541.02  15.653
544.37  15.807
544.68  15.821
544.98  15.835
545.29  15.849
545.59  15.864
545.90  15.878
546.20  15.892
546.51  15.906
546.81  15.920
547.12  15.934
547.42  15.948
547.73  15.962
548.03  15.976
548.34  15.990
548.64  16.004
548.95  16.018
549.25  16.031
549.55  16.045
549.86  16.059
550.16  16.073
550.47  16.087
550.77  16.101
551.08  16.114
551.38  16.128
551.69  16.142
551.99  16.156
552.30  16.170
552.60  16.183
552.91  16.197
553.21  16.211
553.52  16.225
553.82  16.239
554.13  16.253
554.43  16.267
554.74  16.281
555.04  16.294
555.35  16.308
555.65  16.322
555.96  16.336
556.26  16.350
556.57  16.364
556.87  16.378
557.17  16.392
557.48  16.406
557.78  16.420
558.09  16.434
558.39  16.448
558.70  16.462
559.00  16.476
559.31  16.490
559.61  16.504
559.92  16.518
560.22  16.532
560.53  16.546
560.83  16.560
561.14  16.574
561.44  16.588
561.75  16.602
562.05  16.616
562.36  16.630
562.66  16.644
562.97  16.658
563.27  16.672
563.58  16.686
563.88  16.701
564.19  16.715
564.49  16.729
564.79  16.743
565.10  16.757
565.40  16.771
565.71  16.785
566.01  16.799
566.32  16.814
566.62  16.828
566.93  16.842
567.23  16.856
567.54  16.870
567.84  16.884
568.15  16.898
568.45  16.912
568.76  16.927
569.06  16.941
569.37  16.955
569.67  16.969
569.98  16.983
570.28  16.997
570.59  17.011
570.89  17.026
571.20  17.040
571.50  17.054
571.81  17.068
572.11  17.082
572.41  17.096
572.72  17.110
573.02  17.125
573.33  17.139
573.63  17.153
573.94  17.167
574.24  17.181
574.55  17.195
574.85  17.209
575.16  17.223
575.46  17.237
575.77  17.252
576.07  17.266
576.38  17.280
576.68  17.294
576.99  17.308
577.29  17.322
577.60  17.336
577.90  17.351
578.21  17.365
578.51  17.379
578.82  17.393
579.12  17.407
579.43  17.421
579.73  17.435
580.03  17.449
580.34  17.464
580.64  17.478
580.95  17.492
581.25  17.506
581.56  17.520
581.86  17.534
582.17  17.549
582.47  17.563
582.78  17.577
583.08  17.591
583.39  17.605
583.69  17.620
584.00  17.634
584.30  17.648
584.61  17.662
584.91  17.677
585.22  17.691
585.52  17.705
585.83  17.720
586.13  17.734
586.44  17.748
586.74  17.763
587.05  17.777
587.35  17.792
587.65  17.806
587.96  17.820
588.26  17.835
588.57  17.849
588.87  17.863
589.18  17.878
589.48  17.892
589.79  17.907
590.09  17.921
590.40  17.935
590.70  17.950
591.01  17.964
591.31  17.978
591.62  17.993
591.92  18.007
592.23  18.022
592.53  18.036
592.84  18.050
593.14  18.065
593.45  18.079
593.75  18.093
594.06  18.108
594.36  18.122
594.67  18.136
594.97  18.150
595.27  18.165
595.58  18.179
595.88  18.193
596.19  18.207
596.49  18.222
596.80  18.236
597.10  18.250
597.41  18.264
597.71  18.278
598.02  18.292
598.32  18.306
598.63  18.320
598.93  18.334
599.24  18.348
599.54  18.362
599.85  18.376
600.15  18.390
600.46  18.404
600.76  18.418
601.07  18.432
601.37  18.445
601.68  18.459
601.98  18.473
602.29  18.487
602.59  18.501
602.89  18.515
603.20  18.529
603.50  18.543
603.81  18.557
604.11  18.571
604.42  18.585
604.72  18.600
605.03  18.614
605.33  18.628
605.64  18.642
605.94  18.656
606.25  18.670
606.55  18.684
606.86  18.698
607.16  18.712
607.47  18.726
607.77  18.740
608.08  18.754
608.38  18.768
608.69  18.782
608.99  18.796
609.30  18.810
609.60  18.823
609.91  18.837
610.21  18.851
610.51  18.865
610.82  18.879
611.12  18.893
611.43  18.907
611.73  18.921
612.04  18.935
612.34  18.949
612.65  18.963
612.95  18.977
613.26  18.991
613.56  19.005
613.87  19.019
614.17  19.033
614.48  19.047
614.78  19.061
615.09  19.075
615.39  19.089
615.70  19.102
616.00  19.116
616.31  19.130
616.61  19.144
616.92  19.158
617.22  19.171
617.53  19.185
617.83  19.199
618.13  19.213
618.44  19.227
618.74  19.241
619.05  19.255
619.35  19.269
619.66  19.283
619.96  19.298
620.27  19.312
620.57  19.326
620.88  19.341
621.18  19.356
621.49  19.371
621.79  19.386
622.10  19.401
622.40  19.416
622.71  19.431
623.01  19.446
623.32  19.462
623.62  19.477
623.93  19.492
624.23  19.507
624.54  19.522
624.84  19.538
625.15  19.553
625.45  19.568
625.75  19.583
626.06  19.598
626.36  19.613
626.67  19.628
626.97  19.643
627.28  19.657
627.58  19.672
627.89  19.687
628.19  19.702
628.50  19.716
628.80  19.731
629.11  19.745
629.41  19.760
629.72  19.774
630.02  19.788
630.33  19.802
630.63  19.816
630.94  19.830
631.24  19.844
631.55  19.857
631.85  19.871
632.16  19.884
632.46  19.897
632.77  19.910
633.07  19.922
633.37  19.934
633.68  19.946
633.98  19.959
634.29  19.971
634.59  19.983
634.90  19.994
635.20  20.003
635.51  20.012
635.81  20.021
636.12  20.032
636.42  20.046
636.73  20.063
637.03  20.081
