  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    26-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Drew Point Test Well #1 
292.00  -1.282
292.30  -1.270
292.61  -1.257
292.91  -1.244
293.22  -1.231
293.52  -1.218
293.83  -1.205
294.13  -1.192
294.44  -1.179
294.74  -1.166
295.05  -1.153
295.35  -1.140
295.66  -1.127
295.96  -1.113
296.27  -1.100
296.57  -1.087
296.88  -1.073
297.18  -1.060
297.48  -1.046
297.79  -1.033
298.09  -1.019
298.40  -1.005
298.70  -0.992
299.01  -0.978
299.31  -0.964
299.62  -0.950
299.92  -0.935
300.23  -0.921
300.53  -0.906
300.84  -0.891
301.14  -0.876
301.45  -0.861
301.75  -0.846
302.06  -0.831
302.36  -0.816
302.67  -0.801
302.97  -0.787
303.28  -0.772
303.58  -0.758
303.89  -0.743
304.19  -0.729
304.50  -0.715
304.80  -0.701
305.10  -0.688
305.41  -0.674
305.71  -0.661
306.02  -0.648
306.32  -0.635
306.63  -0.622
306.93  -0.609
307.24  -0.596
307.54  -0.582
307.85  -0.569
308.15  -0.555
308.46  -0.542
308.76  -0.528
309.07  -0.514
309.37  -0.500
309.68  -0.485
309.98  -0.471
310.29  -0.456
310.59  -0.440
310.90  -0.425
311.20  -0.410
311.51  -0.395
312.12  -0.365
312.42  -0.351
312.72  -0.337
313.03  -0.323
313.33  -0.309
313.64  -0.296
313.94  -0.282
314.25  -0.269
314.55  -0.257
314.86  -0.245
315.16  -0.233
315.47  -0.221
315.77  -0.210
316.08  -0.198
316.38  -0.187
316.69  -0.175
316.99  -0.163
317.30  -0.151
317.60  -0.138
317.91  -0.125
318.21  -0.111
318.52  -0.098
318.82  -0.084
319.13  -0.070
319.43  -0.056
319.74  -0.042
320.04  -0.027
320.34  -0.012
320.65   0.003
320.95   0.018
321.26   0.034
321.56   0.050
321.87   0.066
322.17   0.081
322.48   0.097
322.78   0.113
323.09   0.129
323.39   0.146
323.70   0.162
324.00   0.179
324.31   0.196
324.61   0.214
324.92   0.232
325.22   0.250
325.53   0.269
325.83   0.287
326.14   0.305
326.44   0.323
326.75   0.342
327.05   0.359
327.36   0.377
327.66   0.394
327.96   0.412
328.27   0.429
328.57   0.446
328.88   0.462
329.18   0.478
329.49   0.494
329.79   0.509
330.10   0.524
330.40   0.539
330.71   0.554
331.01   0.568
331.32   0.583
331.62   0.597
331.93   0.612
332.23   0.628
332.54   0.643
332.84   0.658
333.15   0.673
333.45   0.689
333.76   0.704
334.06   0.720
334.37   0.735
334.67   0.751
334.98   0.767
335.28   0.783
336.19   0.830
336.50   0.846
336.80   0.862
337.11   0.877
337.41   0.893
337.72   0.908
338.02   0.923
338.33   0.939
338.63   0.954
338.94   0.969
339.24   0.985
339.55   1.000
339.85   1.015
340.16   1.030
340.46   1.046
340.77   1.061
341.07   1.076
341.38   1.092
341.68   1.107
341.99   1.123
342.29   1.139
342.60   1.154
342.90   1.170
343.20   1.186
343.51   1.202
343.81   1.219
344.12   1.235
344.42   1.252
344.73   1.269
345.03   1.286
345.34   1.303
345.64   1.319
345.95   1.336
346.25   1.353
346.56   1.369
346.86   1.385
347.17   1.401
347.47   1.417
347.78   1.433
348.08   1.449
348.39   1.464
348.69   1.480
349.00   1.495
349.30   1.510
349.61   1.524
349.91   1.539
350.22   1.553
350.52   1.568
350.82   1.582
351.13   1.596
351.43   1.611
351.74   1.625
352.04   1.640
352.35   1.655
352.65   1.669
352.96   1.684
353.26   1.698
353.57   1.713
353.87   1.728
354.18   1.742
354.48   1.757
354.79   1.771
355.09   1.786
355.40   1.800
355.70   1.815
356.01   1.829
356.31   1.844
356.62   1.858
356.92   1.873
357.23   1.887
357.53   1.902
357.84   1.916
358.14   1.931
358.44   1.945
358.75   1.960
359.05   1.974
359.36   1.989
359.66   2.003
359.97   2.018
360.27   2.032
360.58   2.047
360.88   2.062
361.19   2.076
361.49   2.091
361.80   2.106
362.10   2.120
362.41   2.135
362.71   2.150
363.02   2.164
363.32   2.179
363.63   2.194
363.93   2.210
364.24   2.225
364.54   2.240
364.85   2.255
365.15   2.270
365.46   2.285
365.76   2.300
366.06   2.315
366.37   2.329
366.67   2.343
366.98   2.358
367.28   2.372
367.59   2.386
367.89   2.400
368.20   2.413
368.50   2.427
368.81   2.440
369.11   2.453
369.42   2.465
369.72   2.478
370.03   2.491
370.33   2.503
370.64   2.516
370.94   2.529
371.25   2.541
371.55   2.554
371.86   2.567
372.16   2.579
372.47   2.592
372.77   2.604
373.08   2.617
373.38   2.629
373.68   2.642
373.99   2.655
374.29   2.667
374.60   2.680
374.90   2.692
375.21   2.704
375.51   2.717
375.82   2.729
376.12   2.741
376.43   2.753
376.73   2.765
377.04   2.777
377.34   2.789
377.65   2.800
377.95   2.812
378.26   2.824
378.56   2.835
378.87   2.847
379.17   2.858
379.48   2.870
379.78   2.881
380.09   2.892
380.39   2.904
380.70   2.915
381.00   2.927
381.30   2.939
381.61   2.951
381.91   2.962
382.22   2.974
382.52   2.986
382.83   2.998
383.13   3.010
383.44   3.022
383.74   3.035
384.05   3.047
384.35   3.059
384.66   3.071
384.96   3.084
385.27   3.096
385.57   3.108
385.88   3.120
386.18   3.132
386.49   3.144
386.79   3.156
387.10   3.168
387.40   3.180
387.71   3.192
388.01   3.204
388.32   3.215
388.62   3.227
388.92   3.239
389.23   3.251
389.53   3.262
389.84   3.274
390.14   3.285
390.45   3.297
390.75   3.308
391.06   3.320
391.36   3.331
391.67   3.343
391.97   3.354
392.28   3.365
392.58   3.376
392.89   3.387
393.19   3.398
393.50   3.409
393.80   3.419
394.11   3.430
394.41   3.441
394.72   3.451
395.02   3.462
395.33   3.473
395.63   3.484
395.94   3.495
396.24   3.506
396.54   3.517
396.85   3.528
397.15   3.539
397.46   3.550
397.76   3.562
398.07   3.573
398.37   3.584
398.68   3.596
398.98   3.607
399.29   3.619
399.59   3.631
399.90   3.642
400.20   3.654
400.51   3.666
400.81   3.677
401.12   3.689
401.42   3.701
401.73   3.712
402.03   3.724
402.34   3.736
402.64   3.748
402.95   3.760
403.25   3.772
403.56   3.784
403.86   3.796
404.16   3.808
404.47   3.820
404.77   3.833
405.08   3.845
405.38   3.857
405.69   3.869
405.99   3.881
406.30   3.893
406.60   3.906
406.91   3.918
407.21   3.930
407.52   3.942
407.82   3.954
408.13   3.966
408.43   3.978
408.74   3.990
409.04   4.002
409.35   4.014
409.65   4.026
409.96   4.038
410.26   4.051
410.57   4.063
410.87   4.075
411.18   4.088
411.48   4.100
411.78   4.113
412.09   4.125
412.39   4.138
412.70   4.151
413.00   4.164
413.31   4.176
413.61   4.189
413.92   4.202
414.22   4.215
414.53   4.228
414.83   4.241
415.14   4.253
415.44   4.266
415.75   4.278
416.05   4.291
416.36   4.303
416.66   4.316
416.97   4.328
417.27   4.340
417.58   4.352
417.88   4.364
418.19   4.376
418.49   4.388
418.80   4.400
419.10   4.412
419.40   4.424
419.71   4.436
420.01   4.448
420.32   4.459
420.62   4.471
420.93   4.483
421.23   4.495
421.54   4.507
421.84   4.519
422.15   4.531
422.45   4.543
422.76   4.554
423.06   4.566
423.37   4.578
423.67   4.590
423.98   4.601
424.28   4.613
424.59   4.625
424.89   4.636
425.20   4.648
425.50   4.660
425.81   4.671
426.11   4.683
426.42   4.694
426.72   4.706
427.02   4.717
427.33   4.729
427.63   4.740
427.94   4.752
428.24   4.763
428.55   4.775
428.85   4.786
429.16   4.797
429.46   4.809
429.77   4.820
430.07   4.831
430.38   4.842
430.68   4.854
430.99   4.865
431.29   4.876
431.60   4.888
431.90   4.899
432.21   4.910
432.51   4.922
432.82   4.933
433.12   4.944
433.43   4.956
433.73   4.967
434.04   4.978
434.34   4.989
434.64   5.000
434.95   5.010
435.25   5.021
435.56   5.031
435.86   5.042
436.17   5.052
436.47   5.062
436.78   5.072
437.08   5.081
437.39   5.091
437.69   5.100
438.00   5.109
438.30   5.119
438.61   5.128
438.91   5.137
439.22   5.147
439.52   5.156
439.83   5.165
440.13   5.175
440.44   5.184
440.74   5.194
441.05   5.203
441.35   5.213
441.66   5.222
441.96   5.232
442.26   5.242
442.57   5.252
442.87   5.261
443.18   5.271
443.48   5.281
443.79   5.291
444.09   5.300
444.40   5.310
444.70   5.319
445.01   5.328
445.31   5.338
445.62   5.347
445.92   5.356
446.23   5.365
446.53   5.374
446.84   5.383
447.14   5.392
447.45   5.401
447.75   5.410
448.06   5.419
448.36   5.428
448.67   5.437
448.97   5.447
449.28   5.456
449.58   5.466
449.88   5.475
450.19   5.485
450.49   5.494
450.80   5.504
451.10   5.514
451.41   5.524
451.71   5.534
452.02   5.544
452.32   5.554
452.63   5.564
452.93   5.575
453.24   5.585
453.54   5.595
453.85   5.606
454.15   5.616
454.46   5.627
454.76   5.637
455.07   5.648
455.37   5.658
455.68   5.669
455.98   5.680
456.29   5.691
456.59   5.702
456.90   5.713
457.20   5.724
457.50   5.735
457.81   5.746
458.11   5.757
458.42   5.768
458.72   5.779
459.03   5.790
459.33   5.801
459.64   5.812
459.94   5.822
460.25   5.833
460.55   5.843
460.86   5.853
461.47   5.872
461.77   5.881
462.08   5.891
462.38   5.900
462.69   5.909
462.99   5.919
463.30   5.928
463.60   5.937
463.91   5.947
464.21   5.957
464.52   5.967
464.82   5.977
465.12   5.987
465.43   5.997
465.73   6.007
466.04   6.017
466.34   6.028
466.65   6.039
466.95   6.049
467.26   6.060
467.56   6.071
467.87   6.081
468.17   6.092
468.48   6.102
468.78   6.112
469.09   6.122
469.39   6.132
469.70   6.142
470.00   6.151
470.31   6.161
470.61   6.170
470.92   6.179
471.22   6.188
471.53   6.197
471.83   6.206
472.14   6.214
472.44   6.223
472.74   6.232
473.05   6.240
473.35   6.249
473.66   6.258
473.96   6.267
474.27   6.276
474.57   6.286
474.88   6.295
475.18   6.304
475.49   6.313
475.79   6.323
476.10   6.333
476.40   6.342
476.71   6.352
477.01   6.362
477.32   6.371
477.62   6.381
477.93   6.391
478.23   6.400
478.54   6.410
478.84   6.419
479.15   6.429
479.45   6.438
479.76   6.448
480.06   6.457
480.36   6.467
480.67   6.476
480.97   6.486
481.28   6.495
481.58   6.504
481.89   6.514
482.19   6.523
482.50   6.533
482.80   6.542
483.11   6.552
483.41   6.561
483.72   6.571
484.02   6.581
484.33   6.591
484.63   6.601
484.94   6.611
485.24   6.621
485.55   6.631
485.85   6.641
486.16   6.651
486.46   6.661
486.77   6.672
487.07   6.682
487.38   6.692
487.68   6.703
487.98   6.713
488.29   6.724
488.59   6.734
488.90   6.744
489.20   6.754
489.51   6.765
489.81   6.775
490.12   6.785
490.42   6.796
490.73   6.806
491.03   6.816
491.34   6.826
491.64   6.836
491.95   6.847
492.25   6.857
492.56   6.867
492.86   6.878
493.17   6.889
493.47   6.899
493.78   6.910
494.08   6.921
494.39   6.932
494.69   6.943
495.00   6.954
495.30   6.965
495.60   6.977
495.91   6.988
496.21   6.999
496.52   7.011
496.82   7.022
497.13   7.033
497.43   7.045
497.74   7.056
498.04   7.068
498.35   7.079
498.65   7.091
498.96   7.102
499.26   7.114
499.57   7.125
499.87   7.137
500.18   7.149
500.48   7.161
500.79   7.174
501.09   7.186
501.40   7.198
501.70   7.210
502.01   7.222
502.31   7.234
502.62   7.246
502.92   7.258
503.22   7.269
503.53   7.280
503.83   7.291
504.14   7.302
504.44   7.313
504.75   7.323
505.05   7.332
505.36   7.342
505.66   7.350
505.97   7.359
506.27   7.368
506.58   7.377
506.88   7.386
507.19   7.395
507.49   7.405
507.80   7.415
508.10   7.425
508.41   7.436
508.71   7.447
509.02   7.458
